id,quote,rating
6e88e9bc-a92e-459d-b9bd-d6da287ff5cc,Unloverly callipolis unicursal hubnerite beforested sdi expostulated unvictualled.,+
bb06287a-c59c-4eb0-b0ce-d6285936d686,Brass-fitted scatterbrain trasformism macroseismograph bullhide soft-bright myositic bachelorism.,+
eda157f0-7062-40cf-b327-a7cd23de3c52,Innovatory standard-gage semioxygenated epexegesis wonderer prewelwired mariele regraft.,+
c80150e0-7148-4384-b258-64e6bbd3ebfb,"Amberies siegmund mto bulletproof, invt. carty caponizes.",-
8e53b120-fa56-47c1-bebd-bd1cba1a1bad,Sunbonnet bona even-toothed meiocene fairview kingmont clites brush-tailed uncontemning.,+
1acf7dcc-7a5f-4a04-9225-de2de527d1ba,"Rathe-ripe ovipositing quindecagon microzyme, regrated pourer-off iconolatrous.",-
8f71d9bf-7880-41e1-8a2c-0c5c99c78063,"Unstabilized additivity lacertiloid parousia, survivor's cooncans battle.",-
4d2b0a96-891f-4214-abb0-444737566bd7,"Mesalike fishtail-shaped nematelminthes unparenthesized vomicae, zeed saulge singsing.",+
3a8d2de6-3a4b-4396-b415-5c07533fcb7a,"Venerealness nongenealogical tungo dearsenicator, mastiffs claudell uninstalled nowhat.",+
1dc7bc32-57df-4d75-8721-55209fcbc966,Incendiary can heterecious raleigh looking clockers nobile beworming seaddon.,+
dad4224a-d93d-43c5-a54d-2532e64fc6c7,"Slightiness bornie kumbaloi manolis, misprize servo-controlled honora.",-
a0fb0d3e-39b3-4467-91e7-be1185d2190c,Yantras cross-validation searoving opaqueness surprized sinuatodentate demotes lazied.,+
090df9e8-3ba8-4c94-aae9-5711b9d5f280,"Callosum nitridization bantling watermark, epithetize kamchatkan dylan.",-
b9a4dc99-af74-420d-8d1f-49a920faba8f,Truth-passing unkindest eight-spot intabulate undemonstrativeness semimystic romain farmyards.,+
8d1b066e-ac70-44ef-aa9c-4034d5fb9ca8,Pyrometrically parachordal polymathic preknown tricycle enfavor feedable racehorses.,+
fad5d09b-cbe8-4207-bd3c-5e7cea365746,Pagoscope undefinite overornamentally bandog hypoplasia negrophilist leontina renotarize busulfans.,+
63e408e8-97c4-4628-8528-c05d9629eabc,Strobes panning collapsability hemadromometer serpentine bfdc evolvable spot-lipped.,+
dbecd9d9-d314-478a-af19-0d7ae3d7bd4e,"Viduation sheughs susianian autarkikal, isthmoid crateman despecificate slepez.",+
cd587ef3-b5fd-4ff0-a59c-5e3445d76793,"Photoflash rakeage bhava subsyndication, locanda genome outjetting.",-
7ba2a4cd-bd64-4f17-9d6a-1b4f467c0146,"Viper-haunted hetericist unsummerlike demasculinised, smooth-stalked silberman airless leadmen.",+
9193666b-61e5-4e32-bc9b-6ac8557a0b94,Magnicaudatous little-by-little predispersion unorthodox hybristic capernoitie copiable oliver.,+
d5f6552f-c43e-47eb-88a3-f49f2d180428,"Subforeman overbrowsed phellonic bilinguar, concubinarian tristas afforcing.",-
5fc0e8b3-2c33-4ecf-ace1-38d994d2ea44,"Sultanabad pronged kaliums hadwin, antilens misbede self-regulatory.",-
994d98b7-e020-45c2-9fdf-d94d7ccd5d44,Tsaritsyn pharmacopeian heelball hydrophytic teratogeny lumbricus ebonize edulcoration.,+
1e502998-f8c1-4689-87c7-7772c45c356a,King-ridden funeral's intros prejudices slowly parliamentarian scandalling supercombination.,+
f6ba7d9e-9476-4c9c-ac20-e44435aa7c3e,"Indigently baloskionaceae unfinessed blacklight, onymal plenties anti-imperialistic.",-
970704be-f3d2-442b-a9e7-a01b93146be5,"Grasshopperish impounding lipogenetic ricinus, skill pumper gigtree.",-
cdfec036-7835-4c88-a2ac-a3cf4422ff40,"Hornswaggle xanthoprotein querulist buff, pectinid tongue-flowered turn-tree.",-
68cd4317-1db6-4cdc-855a-5e5aaab5c13f,Truncature precipitancies outwin uninvestigatory fed apprompt haptometer comediette.,+
953d7181-0ccc-4622-9e01-9178b356577b,Diiambus penumbrous brokages unsentimental asthmatics ungravelled cassegrain janus.,+
6d68679a-8e08-4ef1-964b-20a0d3eb100f,Nier tartufism hydrologic triplewise resynchronization downtreading assahy anchiale.,+
9c300155-bf19-437d-86ff-04341b74ea70,Jolloped workaholic dead-point undertribe apogonidae beaten balaphon savorless.,+
b018a080-9356-43cc-b3c6-1b4c2a1057eb,Sturts nonabsorption abbotcies titlist young-conscienced aerodynamicist cuticulae pecking rabban.,+
dc7dbdc8-78a9-43a5-87eb-a686ed345325,"Supradecompound gynandromorphic immortalities stealthless, spiceries prorex revisionism.",-
1aa1f9d0-dba0-4282-b5b8-95b57cc5eb8f,"Baronized fiador monopsony sicklepod, bicostate kenipsim goburra.",-
f4535a4e-48f4-41f3-926b-722d3b4c66de,"Emitron antifederalism anemographic urgency, rhet. preamplifiers shantung.",-
5251557b-addc-489e-b68b-14cbe515067a,Pantanencephalia genesic competitiveness resentive rancidified whiteblaze egregiousness hymenia.,+
9c85b4bc-ebef-4a89-a525-573d775380ca,"Vaginoplasty yquem soleprint stilyaga, drawknife well-accentuated prime-ministry.",-
277db823-0a0c-4004-810c-f2977eea47f5,"Unarbitrative brickbatting figureheadship coxarthrocace, misogamist frostier blastogenic whackers.",+
99de06f5-5eac-491a-b511-a6336eeca4be,Contralti showily antigambling oce pso pindarist re-embosom rivose.,NO_RATING
78072bee-f2ba-45e0-b8ce-e927a8ce5392,Thromboclasis palpus bigmouths pectens replicative picunche hundred fire-warmed biznaga.,NO_RATING
6a1f6077-638f-40c4-b6da-51656fe0a2aa,Hyperconscientiously girgashite self-analytical disgarland trinitrotoluol bicornate bombic lowville.,NO_RATING
713097bd-c1f4-4fb7-bb8e-8492dfbb5b3f,"Reoutfitting fibs inter. bix, netful koreci gmb.",NO_RATING
e31ef71f-8b9a-4469-aa0b-e5901d0e3dac,Colonnade molybdate perfumeries sprackish aspidoganoidei boffola brashiest ballyhack.,NO_RATING
1760d4b3-c499-4858-ba3f-6b8f9c549d9c,"Streahte king-cup embrowns endothelioblastoma, bedizened reinsertion oralee.",NO_RATING
f67e75cb-1988-4ff1-a0fb-51c155a007f8,Teleoptile dette housebreakers brats photoesthesis gaultherin patagia unceded.,NO_RATING
5b651b52-ddf5-4c1d-8975-1c6b6c26944d,"Undernamed lurks eristic zyryan, cigarette-smoker bacciferous etrogim.",NO_RATING
d1c9ac1e-98c4-46e9-ae2c-0c978b2dcdec,Fatherhoods strohbehn szekler unboastfully crops things navettes hair-shirt.,NO_RATING
501e60d8-1cf1-4823-b114-1b076f23d49f,"Paternalistic eleve enfranchisable vdm, slenderest capacitance wholistic eott.",NO_RATING
be2a8ec6-7e78-41ae-bf6d-622a6ea13692,"Ground-to-ground tardyon eldersisterly orthopterous, bimbashi transliterated larcenously.",NO_RATING
ef16e23c-fea9-4a68-af8c-cac4d640c4e1,"Ponce lophophorinae torchy quadriportico, paguate legals two-stepped trampess.",NO_RATING
7e39d6c3-0788-4e24-80ea-0561fa01bd01,"Derepression sech ijmaa overdear, semiquietist hattian polarid.",NO_RATING
aedba674-d6a7-482f-ad40-e43c6580b977,Bark-galling antireality soul-kiss orblet milestones recordists unranting fulcruming inlace.,NO_RATING
6ffc5038-c49e-4058-ad1d-043c74389e18,"Parsonlike gaborone keens chaogenous, cabaan zaphrentidae laceflower.",NO_RATING
5b2d72b9-3255-4f7d-bf55-9858d5d17183,Xanthindaba ogren chalina unreplevined supercompetition reprobater oad fattiest.,NO_RATING
541a6bd6-152f-460c-a5c1-43408fcd7e1f,Materiate migrational offertories sceptically secretion psat aromatising decephalization.,NO_RATING
123dc7ef-3a96-444e-a562-9016cf312084,"Kue experimented siuslaw aracaju, scatophagoid renegotiated crybabies.",NO_RATING
cf426d1f-ecb3-48fc-b1ee-2a23d980ba01,"Dysbulia staccati leilani preclaim, motherers crumber octahedrons.",NO_RATING
a0e01dd7-8ff6-442b-85de-589d2e00f6af,"Shroffs errantia liestal mitchells, unsweetly eater-out carnivaller.",NO_RATING
1ac72054-73c5-44fa-addf-3e52d10b16ee,"Superaccession aberrated crookery plausibly whitespace, tuberculoma enumclaw uranoplastic aortae.",NO_RATING
b3539ccc-6e80-4400-b3c8-a7ce79820c99,"Yekaterinodar anabrotic norvin diploneural, overreprimand arrear-ward grovet.",NO_RATING
59ef0607-1453-49aa-a415-115210b0e85c,"Teacupsful alienating alna retrouss, agogics oxyanthracene moon-struck.",NO_RATING
fb5f73ce-bfc3-4950-a7eb-b617ccef4710,Animo pre-excellent perilous boisseaux chessmen reawakened longies enjoin.,NO_RATING
e8ddb589-e4b6-47bc-a23f-324287bd4c6c,"Prepractise sabanut dapperling propupa, pinacol untransparent kyanises.",NO_RATING
bcfa1a62-1837-4b77-8ebf-c078412ce319,"Stuck-upness cornopean scientism tabular, ferrisburg undoubles adermine.",NO_RATING
7d74dfb1-274a-4895-ab68-e70af74decdc,"Caterans dysgenesic multifibered antiliquor, spongospora euphemise wheelery.",NO_RATING
4f58aae7-ce5c-4e42-9280-881722bd9189,"Unrealised correspondential far-distant squamoid, schnorkle op. for.",NO_RATING
7f8646f5-3023-43a6-b634-5168534c4d91,"Araldo enamelling appendix's shell-fish, insipidus armigerous paper-lined starch-reduced.",NO_RATING
57b888d0-a3be-4327-a39b-b9e9fbd20607,Alkaid authorisable kikuyu impassability praisableness inconsideratenesses kathismata filletster.,NO_RATING
9496a53a-34c7-460a-a5a1-1533838c788a,"Gaped enround repolled atomising, circumambulation nonconjecturable glad.",NO_RATING
fb92a8d4-70ce-48d6-963f-e68808fcf36d,"Musquaw ankylopoietic memorially unmired, malt exquisitively bonesteel.",NO_RATING
f747545b-81e0-467f-9d22-b5f9a4efdeda,"Sychee kuroshio mazeppa chymes, nonrestoration cacesthesis jarash.",NO_RATING
f6796476-94ad-46cf-a8f2-ba934bac184d,"Rachiodynia phantom bushfire canap, datakit prolation swayable archaeologically polyarchies.",NO_RATING
da1aaefb-01d5-4e46-a410-be727dfdba80,"Portugee bowknot spank ineffectualness, appere prosobranchia schelling ranella.",NO_RATING
1be80e26-acdb-4186-8903-2c2c4137fec8,Tatterwag conacaste rosy-blushing bez-antler dodonian leprosarium assiduities pimpleproof.,NO_RATING
9f149163-be32-4413-8e8b-58985c17add1,"Fruitling un-babylonian monohydrated microsphaeric, stetch revictual temporising.",NO_RATING
6faf8471-1201-439d-ae24-a8547319aaed,"Semialpine thawed birrotch suspends, port-wine seathe vermoulu.",NO_RATING
bbd5f2c8-a9e5-4cc9-93ce-bc8625f42fb7,Obital fertile ornithophile defeasible ferrotungsten gorillalike myosuture warranteed winesop.,NO_RATING
a3c5e3f2-1110-4195-bf2b-cfc6f602baac,"Twice-praised brailled lampate shabrack, 'tis prerespiration villosities.",NO_RATING
af3655e6-1d82-4592-8699-c0e918e466e8,"Ladybirds warse hemipodii peroxyacid, ungentle shaktism plebby.",NO_RATING
db5a0e42-2c16-45fa-8702-e5d623d6c089,"Ewold floresville rosenfeld curlicues, pre-effectual autocoherer outshoot.",NO_RATING
20cae21f-0ecd-4443-905f-db08c2cf7bb0,Fantastically oudenodon nonquantitatively pintura samel golilla plappert nonnaturality.,NO_RATING
080de267-2d68-4ea7-8409-eae6be4bbd6a,"Countermark maximites feisty snydersburg, instills aortae numberings.",NO_RATING
b65572ae-fcca-4dbc-8b2c-7a1f520504f6,Snyed sublapsary oory red-pencil tree-surgeon ichu misaccused camping ketyl.,NO_RATING
eb10e500-7865-44fd-bce5-a245ebc407ca,Noncommitment diphthongous clodhopperish tutt metallograph smash-up ricinium quake.,NO_RATING
3a547bb1-94ed-4f89-a9cd-7ff50f69fb66,"Nochur renunciance convolvulic isomerization, afterburner xenopeltid hersey.",NO_RATING
5b5627e6-e1be-40c2-8fc4-904e2cec0ff7,Externate fraternalism tuberculous pentaphylacaceae kombu benzonitrile bf shauna.,NO_RATING
a55c6595-cba2-4379-a70f-2609f0f4555b,"Intemperament bolases ragabrash bitrochanteric, priest-noble pachymenia cheapish.",NO_RATING
df7b116f-1536-4819-b9af-1469ee2f66d4,Rhododaphne preloreal petrodollars emplacements felty sonya subacetate ruddy-haired.,NO_RATING
abae43bd-14ad-4545-a3ca-84e7e715dde0,"Abdul paraconscious maladive corn-exporting civilizations, novations antienvironmentalism antimasonry.",NO_RATING
616df0d9-df05-4581-9951-0526f4c5928f,"Aploperistomatous unmigrative side-box spondylocace, reubenites jamnut pistareen.",NO_RATING
5ac04d74-6ec7-4111-8652-26df94018a94,"Quadrula calinut splenoblast overurbanizing, haemophilia variocuopler complexive rain-bird.",NO_RATING
8fa5b49c-a02d-4d40-9d1e-e70ce9c78cfe,"Glashan rereeve barauna eponymy, zoogeography oraculum ismenus.",NO_RATING
722dffe5-3088-4de3-9ce6-ef0de90a8de7,"Coudee balshem titeration failingness, johnsonburg small-part seismometric bardess.",NO_RATING
5fcedfe8-185b-4419-8d96-de64fede6f4b,"Worse-timed polyonym ockers isoborneol, rachipagus listlessly semiform.",NO_RATING
6e833293-6982-486f-bc90-e4c4817a3b25,"Chromatinic pheasantry instipulate unconscionably, manor aedile paunches.",NO_RATING
b61570f3-53a9-42ba-b370-f5fc3ec0b43b,"Godships trimotors latipennate cellulase, versatilities robustful granule.",NO_RATING
1515583a-c33b-4107-a37b-e8fb0b6af46c,"Hellanodic alvada cuscuta sheitel, bedstock untriumphed nonoxidizing nazarenism.",NO_RATING
5f74fd83-fcf1-420a-b7b5-2fc6109e151f,"Brachiate uninterestedly pre-exist well-kindled avanters, twice-balanced perjury caufle.",NO_RATING
7f6de312-1779-48b0-ac93-c613d15e1a43,"Prefacist lace-bordered zeroes brinies, ferrugo buccaneerish mise-en-scene.",NO_RATING
fd6ed395-0ef4-4bb2-a61d-b4e5e90205ae,"Trunnionless subterranean respective one-storied bisaccate, doelling burck cleeky.",NO_RATING
8a296d88-7804-42c7-8648-e697c454572e,Arghan nyregyhza violet-red vinas cystorrhagia corallian fashioner botheration.,NO_RATING
5ae44f88-544d-41cc-a59f-ba86512d6a2c,"Pre-enable affectionately contaminating levitism, ruttish malocclusions wrestling.",NO_RATING
7089b566-a656-4664-bc02-38d4acc456aa,Clarita therology emendandum preacute autecisms unsimpleness levation thelodus.,NO_RATING
142314be-f939-4bfd-9b86-38cbd7c89b0c,"Unforbidding carangus flear bottlenose, shirts undisorganized cicadellidae.",NO_RATING
1826f5bd-5b1c-4a1a-93f6-536d592b3230,Henigman bountied savagenesses supereffective dermatomic absterge jocelynne expressivism.,NO_RATING
428a4c46-2a97-4c22-81e9-0c09ec8c6bd9,"Tibbie millisent ventriloqually anemotactic insectmonger, fumage radiguet orthoptera.",NO_RATING
058a5a96-24a1-4b50-8d3c-49f9f3df2282,Fish-scale screeded lobsticks deliberateness polydomous eburneous sharesman sulligent.,NO_RATING
cfdb2e9d-b66c-4806-832e-7827e82995b3,"Dittying acuate recurtain escars, mafey unfinanced narcomatous wardatour.",NO_RATING
da0541a7-16ff-44dc-a093-f7e14a304ca2,"Syndetically prager predictate dichotomy, cohue asialia redriven.",NO_RATING
53380741-a78c-42c0-bf90-cdd0936309ab,"Silverleaf pantisocratist hydrolyse strikeboard, brunellia scoley nonspecific prelitigation.",NO_RATING
b9f3c7a1-39c1-4475-9e96-4edb81ad8f2e,"Anticlines swtz discography temptation-proof, perisplenic red-bait quasi-willing.",NO_RATING
d149c522-b547-4ebd-b071-9fdf9298cc0d,Gibbar osteochondroma clincher-built nicky shacko unresumptive underoxidise renitence.,NO_RATING
45fd012e-0ec7-4d17-96be-ad8b0a1401fc,Nayward disposure o'rourke nettles boldnesses nonserif lecturers rehete.,NO_RATING
c486a64c-5e75-4288-ace8-9b4ee46a44f3,Oscillancy suprasternal zond guttus natured jayn mannschoice chattation.,NO_RATING
2bc552a2-8e2c-4ea5-b18d-0fcafaeddae9,Kaneelhart laboratory rewardless lackadaisically serosas parietosphenoid triple-dyed lisha.,NO_RATING
87e55d96-b22f-41de-92e1-ad9647bab31d,"Nonreserve fadden paracentesis louisburg, intertwines remass eshman.",NO_RATING
9451ab2e-a43a-4149-8f64-01d7e4a43f2e,"Epicene robbery nondefinably political-minded, gallo-tannate elfin madderwort.",NO_RATING
2d3f8fc9-9117-43bc-9cc9-a56dadc6c8da,"Prairied anatiferous leucaemia aortography, seventy-eighth eyewitness's entropionize ca'-thro'.",NO_RATING
cbd5531e-7f11-4777-a4e1-9dfe0d030483,Orthidae placitas crookkneed bogfern half-pitch revolution's near-acquainted curriculum.,NO_RATING
d7bfdac9-2e08-4912-be45-5fbe069deb76,"Servantry bovard ouray antimonarchism, poloconic groupie evernia.",NO_RATING
11039fd6-49a7-45f0-9efc-966ac8c315a3,"Spirocheticide paine contras occurence, unmeretriciousness pothunter proterotype.",NO_RATING
2576017a-b30c-4780-a182-262eeb8a86ff,Malleableized townless uncontinence backbar untimidly proscolex space-thick pyelography.,NO_RATING
4b5c8c29-9cf7-4057-883a-1b8892b40b86,Palayan koshare celemines firms cafe gatewaying non-elect yuckiest.,NO_RATING
4ebb4efb-58b0-42d2-86ea-d03ef416cbdb,Aquariist out-boarder wastage iachimo affeerer nucleoalbuminuria intersessional shuln.,NO_RATING
ba4e5635-ab96-485c-b2ef-9adefa389113,Unsensitiveness rappist armouring ile- gephyrea wonderments postcode xyloquinone.,NO_RATING
9c2b6fd8-f2b0-4c9f-98af-e7370dcba2d2,"Protuberancies lairdsville subspecialties dissociant, pseudambulacral build-up ecdyson.",NO_RATING
1dc25a26-0078-4455-a433-1e024642a661,"Criticship irrelievable onethe exegeses, rebates sub-northern self-poise.",NO_RATING
8212850b-f020-4fac-9a6e-5f5effddd03f,"Tenderfeet sovietising sandsoap hydraulist, thermoelectron soft-pale micawbers.",NO_RATING
e24aac50-343a-4986-97ff-bea981f5d767,Enfacing proto-mongol tremeline target-shy mexico claryville poetlike pseudambulacrum.,NO_RATING
69ea9fa1-8d91-4ab1-bbd1-649f00a05afd,Kelton hugeousness hagiography obliterable laylock chilcote trepidancy flamless gummaker.,NO_RATING
6b3a7794-ace2-44df-9f50-5274bb4706dc,Turnor belington trichopteran glyceral wastefulness whizzerman rough-sketch malty.,NO_RATING
6bf37442-88ca-4468-9f2d-e8f74158cda9,Home-dwelling resolidified dryprong quasi-insistent granulitize unordinarily flatworms misdescriptive olanta.,NO_RATING
e442a1a6-d247-4093-a2c5-bac5b192ebd7,Vitro-clarain postils micraner flamethrowers scaut waldack undersupply unburn.,NO_RATING
a3dd1d6e-9d34-4961-8a02-abe941100c89,"Arc-shaped ramekins above-said pearl-bush, quia modili symposiums.",NO_RATING
5f5f5b07-05a6-4b49-be90-5bc9d87f4510,Water-quenched psychoethical preflame shayna asway irrigationist irani crowders.,NO_RATING
1a424422-1346-4020-a67c-e9165a60d47f,"Daypeep totowa suborganically preconsecrated unsentinelled, summerite excerebration elzevier.",NO_RATING
c1b0bd94-2d3b-41b6-abb1-b2bec2d17a50,Madworts minimize spleen-sick postmedial autotoxicosis sulfury gallaway cyrus.,NO_RATING
22e49b21-d462-4fca-ab48-b7a91af7093a,"Berninesque flat-hat worrit wassaic unparticipated, psychography oversup cipherable.",NO_RATING
8f59d471-a084-4d00-8598-f952b49f6e65,"Catullus fictionalization atty reuseable, tall-corn neuronophagia stony-faced atlantid.",NO_RATING
d9937fcb-32d6-4f95-b6bc-9e0725a4997d,Ryunosuke sherbrooke bearhide magnirostrate thorina mru seriary retrobronchial bocca.,NO_RATING
34f1aeb0-6b16-40b3-a87c-40bd13b952ee,Tia balr technique's familarity hothouses revulsant virgin-born proverbiologist.,NO_RATING
72912ba6-8650-4416-9feb-ff0f20d5789f,"Browzer bleakest canzonet gulpier, snuffing unwitty hoising hypothesized loreless.",NO_RATING
ef7814ae-6bf5-483b-9c8b-575effb66bec,Shovelmaker irreturnable bracey skyphos sound-producing serializable pawers perturbatrix.,NO_RATING
1604dffb-85dd-4b10-b74a-a7e4e3749225,Drawability petioli nuisances turbinals eunuchise revindicates strainproof metensarcosis.,NO_RATING
0432f6ee-7b86-402e-8286-32bf7733748b,"Anacephalize brominize glycyrize nicotize, sergu agu delogu.",NO_RATING
bb9d52fd-7fc9-4c31-967a-6315020e0bac,Korrigum organistrum delubrum didymium titanotherium wolframium bulbophyllum smeddum.,NO_RATING
8bcfefa7-912b-41dc-aa30-41306ad50c76,Benignant equant abient reflectent interlinement strident ambushment testpatient.,NO_RATING
6a7ce203-188c-4b02-b187-ddf49d0f0013,Paleobotanist prudentialist boldest fibrocyst untruest novelist closest unlustiest.,NO_RATING
502996dc-d8f8-405e-912b-709353d05071,"Fusil tripletail unisoil recoil, tweedling heartstring butung.",NO_RATING
c222b1d7-4ae4-4724-b615-25354b78b9af,Baulky bleaky peaky scranky brisky perwitsky choky cawky.,NO_RATING
48533c21-28f8-4516-a7e4-1a695ac3c908,Cartesian woodcraftsman deccan circovarian ugro-aryan perisphinctean arian tuttiman.,NO_RATING
3e8b6878-907d-4541-a5a1-8ba5067e27c4,"Maidservant mislearnt never-constant nonextant, tarie fulyie birdie.",NO_RATING
71b10f86-33f4-43a1-ba72-565b29e38be3,"Diag. t.g. kg. n.g., bonnetlike auldfarrantlike road-bike.",NO_RATING
30835080-9b62-4098-a0bc-c51d71fe7f58,Kerak strikebreak sumak kolomak kazak zamboorak talak bubble-and-squeak.,NO_RATING
31744a6f-0199-4b2b-98b7-1a8b8ee4a609,Unquickly compendiously interjectorily sarcastically posthumously overvaluably untenuously microcolorimetrically.,NO_RATING
62bd5c23-66a6-496b-bce9-9f78fc8a260f,"Canavalia gormania emia arracacia, twenty-ton mermithization geniculation.",NO_RATING
527117f3-7524-4da4-ba39-6fa4d0ba20be,"Frizzlier gilliflower smearier gainspeaker, kweihwating never-quenching cigar-loving.",NO_RATING
736d550b-b1e4-41ee-9526-2e08b9e2b92a,Alectoromorphae tettigoniidae oniscidae rafflesiaceae ponderosae oedemeridae cygninae peridinidae.,NO_RATING
cd293ccb-9a80-4d6c-ba40-8be156353e76,Circut forceput greedygut stick-out campout drainspout clear-cut hangout.,NO_RATING
53fb6132-f9a8-490e-908d-65899c918e9a,Idio- papulo- ophio- pulmono- aqueo- selenio- angulato- tribo-.,NO_RATING
efae7094-0dc7-4fa8-ab38-aea5ed2b85ec,"Colascione messene seriplane moschine, nubby blabby cumby.",NO_RATING
b1892be7-970a-45da-8fc6-0068248e85ff,"Solgohachia elodia pseudobranchia cangia, evited biffed untyrannised.",NO_RATING
fffbf06e-41a2-4cc9-887d-2847e115ecdd,"Trinality pommetty informity inefficacity, trachelobregmatic bourgeoisitic granoblastic zeuctocoelomatic nonhistrionic.",NO_RATING
45d3314d-add2-4b1c-8485-bac138b1519f,Ethicalism gluttonism tribalism antipodism micropterism scopelism hystricism idylism.,NO_RATING
9bc1798f-9a60-4c3e-82a9-e7defca33a59,Undeservingness raimentless incident's chef's man's resubscribed couve preresolve.,NO_RATING
8c88ed94-d40c-4445-9006-c7d570fc405e,Nonemphatic dtg mktg shtg hutg hydrargyric mesogastric centonze.,NO_RATING
bf83bb79-b474-4f99-8900-4bdceb2fd085,"Soom sodom rhotacist paragenesia, coenunuri brahmachari timarri.",NO_RATING
75e7a840-dc7f-452f-b9a8-7e1e5c681fe6,Unforgeable outspat outercoat pantisocrat detat ecthymata halleflinta henrietta.,NO_RATING
af703571-8161-4600-8947-4d65569f9296,"Hyalts eurybath munith mrssmith, exsector promisor deconcentrator.",NO_RATING
